Date,PinPullerTemp
2025-01-16 20:26:08.153275,
2025-01-16 20:26:09.152775,
2025-01-16 20:26:10.152750,
2025-01-16 20:26:11.152700,
2025-01-16 20:26:12.152700,
2025-01-16 20:26:13.152800,
2025-01-16 20:26:14.152750,
2025-01-16 20:26:15.152700,
2025-01-16 20:26:16.152725,
2025-01-16 20:26:17.152725,
2025-01-16 20:26:18.148975,
2025-01-16 20:26:19.149025,
2025-01-16 20:26:20.148900,64.12294921875
2025-01-16 20:26:21.149050,64.12294921875
2025-01-16 20:26:22.149075,64.12294921875
2025-01-16 20:26:23.149150,64.12294921875
2025-01-16 20:26:24.149275,64.12294921875
2025-01-16 20:26:25.149125,64.12294921875
2025-01-16 20:26:26.149000,64.12294921875
2025-01-16 20:26:27.149450,64.12294921875
2025-01-16 20:26:28.150525,64.12294921875
2025-01-16 20:26:29.149000,64.12294921875
2025-01-16 20:26:30.149475,64.12294921875
2025-01-16 20:26:31.148850,64.12294921875
2025-01-16 20:26:32.149075,64.12294921875
2025-01-16 20:26:33.149425,64.12294921875
2025-01-16 20:26:34.149000,64.12294921875
2025-01-16 20:26:35.148950,64.12294921875
2025-01-16 20:26:36.149350,64.12294921875
2025-01-16 20:26:37.148975,64.12294921875
2025-01-16 20:26:38.148825,64.12294921875
2025-01-16 20:26:39.149650,64.12294921875
2025-01-16 20:26:40.149150,64.12294921875
2025-01-16 20:26:41.148900,64.12294921875
2025-01-16 20:26:42.150400,64.12294921875
2025-01-16 20:26:43.149175,64.12294921875
2025-01-16 20:26:44.148975,64.12294921875
2025-01-16 20:26:45.149100,64.12294921875
2025-01-16 20:26:46.149225,64.12294921875
2025-01-16 20:26:47.149650,64.12294921875
2025-01-16 20:26:48.149250,64.12294921875
2025-01-16 20:26:49.149275,64.12294921875
2025-01-16 20:26:50.150000,64.12294921875
2025-01-16 20:26:51.149000,64.12294921875
2025-01-16 20:26:52.149000,64.12294921875
2025-01-16 20:26:53.148925,64.12294921875
2025-01-16 20:26:54.149250,64.12294921875
2025-01-16 20:26:55.149050,64.12294921875
2025-01-16 20:26:56.148875,64.12294921875
2025-01-16 20:26:57.149000,64.12294921875
2025-01-16 20:26:58.148900,64.12294921875
2025-01-16 20:26:59.148850,64.12294921875
2025-01-16 20:27:00.148875,64.12294921875
2025-01-16 20:27:01.149350,64.12294921875
2025-01-16 20:27:02.148925,64.12294921875
2025-01-16 20:27:03.148875,64.12294921875
2025-01-16 20:27:04.148925,64.12294921875
2025-01-16 20:27:05.148975,64.12294921875
2025-01-16 20:27:06.149500,64.12294921875
2025-01-16 20:27:07.148925,64.12294921875
2025-01-16 20:27:08.149025,64.12294921875
2025-01-16 20:27:09.149000,64.12294921875
2025-01-16 20:27:10.148900,64.12294921875
2025-01-16 20:27:11.149575,64.12294921875
2025-01-16 20:27:12.151325,64.12294921875
2025-01-16 20:27:13.149200,64.12294921875
2025-01-16 20:27:14.149125,64.12294921875
2025-01-16 20:27:15.148950,64.12294921875
2025-01-16 20:27:16.149025,64.12294921875
2025-01-16 20:27:17.149150,64.12294921875
2025-01-16 20:27:18.149200,64.12294921875
2025-01-16 20:27:19.148925,64.12294921875
2025-01-16 20:27:20.149150,64.12294921875
2025-01-16 20:27:21.148925,64.12294921875
2025-01-16 20:27:22.149300,64.12294921875
2025-01-16 20:27:23.149175,64.12294921875
2025-01-16 20:27:24.148950,64.12294921875
2025-01-16 20:27:25.148975,64.12294921875
2025-01-16 20:27:26.148900,64.12294921875
2025-01-16 20:27:27.149050,64.12294921875
2025-01-16 20:27:28.148875,64.12294921875
2025-01-16 20:27:29.148950,64.12294921875
2025-01-16 20:27:30.148975,64.12294921875
2025-01-16 20:27:31.149000,64.12294921875
2025-01-16 20:27:32.149000,64.12294921875
