TimeStamp,HK_id,PinPullerTemp,OpticsTemp,LEXIbaseTemp,HVsupplyTemp,+5.2V_Imon,+10V_Imon,+3.3V_Imon,AnodeVoltMon,+28V_Imon,ADC_Ground,Cmd_count,Pinpuller_Armed,Unused1,Unused2,HVmcpAuto,HVmcpMan,DeltaEvntCount,DeltaDroppedCount,DeltaLostevntCount
95615.0,9.0,-273.0,-268.4856048,18.784080000000003,-273.0,1.181450256,1.8200720160000001,0.371061264,2.501635584,0.963438,0.0,9.0,0.0,nan,nan,nan,2.519252736,5.0,0.0,0.0
96615.0,10.0,-273.0,-268.4856048,18.784080000000003,-273.0,1.181450256,1.8200720160000001,0.371061264,2.501635584,0.963438,0.0,9.0,0.0,nan,nan,nan,2.519252736,8.0,0.0,0.0
97615.0,11.0,-273.0,-268.4856048,18.784080000000003,-273.0,1.181450256,1.8200720160000001,0.371061264,2.501635584,0.963438,0.0,9.0,0.0,nan,nan,nan,2.519252736,7.0,0.0,0.0
98615.0,0.0,-273.0,-268.4856048,18.784080000000003,-273.0,1.181450256,1.8200720160000001,0.371061264,2.501635584,0.963438,0.0,9.0,0.0,nan,nan,nan,2.519252736,5.0,0.0,0.0
99615.0,1.0,-273.0,-268.4856048,18.784080000000003,-273.0,1.181450256,1.8200720160000001,0.371061264,2.501635584,0.963438,0.0,9.0,0.0,nan,nan,nan,2.519252736,7.0,0.0,0.0
100615.0,2.0,-273.0,-268.4856048,18.784080000000003,-273.0,1.181450256,1.8200720160000001,0.371061264,2.501635584,0.963438,0.0,9.0,0.0,nan,nan,nan,2.519252736,9.0,0.0,0.0
101615.0,3.0,-273.0,-268.4856048,18.784080000000003,-273.0,1.181450256,1.8200720160000001,0.371061264,2.501635584,0.963438,0.0,9.0,0.0,nan,nan,nan,2.519252736,10.0,0.0,0.0
102615.0,4.0,-273.0,-268.4856048,18.784080000000003,-273.0,1.1737427520000001,1.8200720160000001,0.371061264,2.501635584,0.963438,0.0,9.0,0.0,nan,nan,nan,2.519252736,1.0,0.0,0.0
103615.0,5.0,-273.0,-268.4856048,18.784080000000003,-273.0,1.1737427520000001,1.8200720160000001,0.371061264,2.501635584,0.963438,0.0,9.0,0.0,nan,nan,nan,2.519252736,4.0,0.0,0.0
104615.0,6.0,-273.0,-268.4856048,18.784080000000003,-273.0,1.1737427520000001,1.8200720160000001,0.369960192,2.501635584,0.963438,0.0,9.0,0.0,nan,nan,nan,2.519252736,6.0,0.0,0.0
105615.0,7.0,-273.0,-268.4856048,18.784080000000003,-273.0,1.1737427520000001,1.8200720160000001,0.369960192,2.501635584,0.963438,0.0,9.0,0.0,nan,nan,nan,2.519252736,4.0,0.0,0.0
106615.0,8.0,-273.0,-268.4856048,18.784080000000003,-273.0,1.1737427520000001,1.8200720160000001,0.369960192,2.501635584,0.964539072,0.0,9.0,0.0,nan,nan,nan,2.519252736,6.0,0.0,0.0
