Date,TimeStamp,HK_id,PinPullerTemp,OpticsTemp,LEXIbaseTemp,HVsupplyTemp,+5.2V_Imon,+10V_Imon,+3.3V_Imon,AnodeVoltMon,+28V_Imon,ADC_Ground,Cmd_count,Pinpuller_Armed,Unused1,Unused2,HVmcpAuto,HVmcpMan,DeltaEvntCount,DeltaDroppedCount,DeltaLostEvntCount
2024-01-01 00:48:24.190,2904.19,8.0,,,,,,,,,57.221338380539294,,,,,,,,31.0,0.0,0.0
2024-01-01 00:48:25.190,2905.19,9.0,,,,,,,,,57.221338380539294,0.0,,,,,,,40.0,0.0,0.0
2024-01-01 00:48:26.190,2906.19,10.0,,,,,,,,,57.221338380539294,0.0,0.00082628173828125,,,,,,40.0,0.0,0.0
2024-01-01 00:48:27.190,2907.19,11.0,,,,,,,,,57.221338380539294,0.0,0.00082628173828125,0.0,,,,,44.0,0.0,0.0
2024-01-01 00:48:28.190,2908.19,0.0,-273.0,,,,,,,,57.221338380539294,0.0,0.00082628173828125,0.0,,,,,41.0,0.0,0.0
2024-01-01 00:48:29.190,2909.19,1.0,-273.0,-268.48299316406246,,,,,,,57.221338380539294,0.0,0.00082628173828125,0.0,,,,,40.0,0.0,0.0
2024-01-01 00:48:30.190,2910.19,2.0,-273.0,-268.48299316406246,19.393564453124988,,,,,,57.221338380539294,0.0,0.00082628173828125,0.0,,,,,31.0,0.0,0.0
2024-01-01 00:48:31.190,2911.19,3.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,,,,,57.221338380539294,0.0,0.00082628173828125,0.0,,,,,43.0,0.0,0.0
2024-01-01 00:48:32.190,2912.19,4.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,67.7551025390625,,,,57.221338380539294,0.0,0.00082628173828125,0.0,,,,,37.0,0.0,0.0
2024-01-01 00:48:33.190,2913.19,5.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,67.7551025390625,2.4083358398437498,,,57.221338380539294,0.0,0.00082628173828125,0.0,,,,,41.0,0.0,0.0
2024-01-01 00:48:34.190,2914.19,6.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,67.7551025390625,2.4083358398437498,42.73109590611653,,57.221338380539294,0.0,0.00082628173828125,0.0,,,,,33.0,0.0,0.0
2024-01-01 00:48:35.190,2915.19,7.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,67.7551025390625,2.4083358398437498,42.73109590611653,3.339279931640625,57.221338380539294,0.0,0.00082628173828125,0.0,,,,,39.0,0.0,0.0
2024-01-01 00:48:36.190,2916.19,8.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,67.7551025390625,2.4083358398437498,42.73109590611653,3.339279931640625,57.09851686611621,0.0,0.00082628173828125,0.0,,,,,41.0,0.0,0.0
2024-01-01 00:48:37.190,2917.19,9.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,67.7551025390625,2.4083358398437498,42.73109590611653,3.339279931640625,57.09851686611621,0.0,0.00082628173828125,0.0,,,,,36.0,0.0,0.0
2024-01-01 00:48:38.190,2918.19,10.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,67.7551025390625,2.4083358398437498,42.73109590611653,3.339279931640625,57.09851686611621,0.0,0.00082628173828125,0.0,,,,,37.0,0.0,0.0
2024-01-01 00:48:39.190,2919.19,11.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,67.7551025390625,2.4083358398437498,42.73109590611653,3.339279931640625,57.09851686611621,0.0,0.00082628173828125,0.0,,,,,30.0,0.0,0.0
2024-01-01 00:48:40.190,2920.19,0.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,67.7551025390625,2.4083358398437498,42.73109590611653,3.339279931640625,57.09851686611621,0.0,0.00082628173828125,0.0,,,,,27.0,0.0,0.0
2024-01-01 00:48:41.190,2921.19,1.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,67.7551025390625,2.4083358398437498,42.73109590611653,3.339279931640625,57.09851686611621,0.0,0.00082628173828125,0.0,,,,,38.0,0.0,0.0
2024-01-01 00:48:42.190,2922.19,2.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,67.7551025390625,2.4083358398437498,42.73109590611653,3.339279931640625,57.09851686611621,0.0,0.00082628173828125,0.0,,,,,30.0,0.0,0.0
2024-01-01 00:48:43.190,2923.19,3.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,67.7551025390625,2.4083358398437498,42.73109590611653,3.339279931640625,57.09851686611621,0.0,0.00082628173828125,0.0,,,,,49.0,0.0,0.0
2024-01-01 00:48:44.190,2924.19,4.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,66.469775390625,2.4083358398437498,42.73109590611653,3.339279931640625,57.09851686611621,0.0,0.00082628173828125,0.0,,,,,40.0,0.0,0.0
2024-01-01 00:48:45.190,2925.19,5.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,66.469775390625,2.4072341308593748,42.73109590611653,3.339279931640625,57.09851686611621,0.0,0.00082628173828125,0.0,,,,,36.0,0.0,0.0
2024-01-01 00:48:46.190,2926.19,6.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,66.469775390625,2.4072341308593748,42.73109590611653,3.339279931640625,57.09851686611621,0.0,0.00082628173828125,0.0,,,,,39.0,0.0,0.0
2024-01-01 00:48:47.190,2927.19,7.0,-273.0,-268.48299316406246,19.393564453124988,-273.0,66.469775390625,2.4072341308593748,42.73109590611653,3.339279931640625,57.09851686611621,0.0,0.00082628173828125,0.0,,,,,35.0,0.0,0.0
