,TimeStamp,IsCommanded,Channel1,Channel2,Channel3,Channel4
15078,694.274,False,1.440347,1.149702,1.192531,1.173113
15079,694.312,False,1.073133,1.109146,1.147017,1.138065
15080,694.312,False,2.381619,2.257057,2.084984,2.188683
15081,694.459,False,2.420455,2.314346,2.385338,2.403172
15082,694.472,False,1.073202,1.109146,1.146948,1.138272
15083,694.507,False,1.07334,1.109077,1.147154,1.138065
15084,694.521,False,1.073133,1.109146,1.146948,1.138203
15085,694.564,False,1.083531,1.109283,1.147086,1.138272
15086,694.7,False,2.40386,2.293138,2.09669,2.137384
15087,694.755,False,1.161546,1.110592,1.147705,1.138341
15088,694.761,False,1.864918,1.120576,1.147361,1.138892
15089,694.762,False,1.071619,1.11431,1.172907,1.149014
15090,694.832,False,1.499908,1.319641,1.251886,1.143505
15091,694.854,False,2.444279,2.352906,2.343817,2.356349
15092,694.924,False,2.162104,0.001721,0.0,0.0
15093,694.937,False,1.07334,1.109214,1.147292,1.138341
15094,694.999,True,1.073202,1.109008,1.147223,1.138272
15095,695.053,False,2.21354,2.082712,1.809901,1.906783
15096,695.057,False,2.344712,2.190611,2.266629,2.312281
15097,695.094,False,2.573386,2.55507,2.344781,2.285977
15098,695.113,False,1.80398,1.824017,1.632113,1.31248
15099,695.147,False,1.465686,1.109421,1.147361,1.139098
15100,695.148,False,1.283766,1.388911,1.295265,1.195767
15101,695.157,False,2.235781,2.247762,2.104677,1.976604
15102,695.16,False,2.131118,2.02921,1.94548,1.972541
15103,695.163,False,2.018124,1.867259,1.773545,1.845431
15104,695.168,False,1.073478,1.109696,1.147705,1.138341
15105,695.181,False,1.133108,1.109077,1.147154,1.138203
15106,695.205,False,1.073133,1.109146,1.146948,1.138134
15107,695.273,False,2.719018,2.723149,2.882828,2.802748
15108,695.383,False,2.053999,1.940867,1.821745,1.858927
15109,695.401,False,2.191161,2.141516,2.247693,2.19729
15110,695.426,False,2.308631,2.183381,2.108946,2.162586
15111,695.483,False,1.073202,1.109146,1.147017,1.138272
15112,695.568,False,2.192607,1.960767,2.110599,2.157353
15113,695.581,False,2.743118,2.669647,2.455916,2.460185
15114,695.59,False,1.331691,1.109352,1.147499,1.139443
15115,695.601,False,1.07334,1.109008,1.147017,1.138341
15116,695.623,False,2.311661,2.259261,2.352768,2.333626
15117,695.665,False,2.333626,2.270967,2.366677,2.351047
15118,695.668,False,2.138555,2.144821,2.189991,2.085535
15119,695.688,False,2.14427,1.955327,1.536815,1.748619
15120,695.698,False,2.819549,2.743944,2.720257,2.73754
15121,695.714,False,1.741526,1.383678,1.149564,1.160444
15122,695.801,False,2.500191,2.384443,2.1997,2.242115
15123,695.816,False,2.156871,2.062606,1.991201,2.009655
15124,695.848,False,3.082375,3.062958,3.218092,3.215269
15125,695.89,False,1.07334,1.109077,1.14681,1.138203
15126,695.9,False,2.62916,2.518644,2.363303,2.395942
15127,695.924,False,2.318409,0.002341,0.0,0.0
15128,695.929,False,1.961317,1.95512,1.84309,1.699248
15129,695.99,False,2.408956,2.488623,2.423415,2.274822
15130,695.999,True,1.073202,1.109008,1.147086,1.137997
15131,696.057,False,1.478149,1.110454,1.148738,1.169395
15132,696.064,False,1.651668,1.110385,1.147086,1.138616
15133,696.083,False,1.998225,1.862783,1.818233,1.849838
15134,696.088,False,1.141164,1.14323,1.147843,1.13841
15135,696.129,False,3.109367,3.277791,3.103239,2.912919
15136,696.134,False,3.398153,3.30616,3.131677,3.150681
15137,696.187,False,2.189784,2.083056,2.047251,2.073761
15138,696.202,False,2.424173,2.454952,2.368674,2.26835
15139,696.224,False,2.151087,2.022462,2.125472,2.148195
15140,696.28,False,2.074656,1.971921,1.750478,1.777883
15141,696.309,False,1.192531,1.164231,1.165057,1.138823
15142,696.351,False,2.298716,2.270622,2.287974,2.243493
15143,696.385,False,1.787247,1.512646,1.550242,1.609803
15144,696.415,False,2.143237,2.164032,2.058681,1.92861
15145,696.454,False,1.968203,1.802809,1.671224,1.723624
15146,696.473,False,2.6472,2.652227,2.611188,2.540265
15147,696.507,False,1.271716,1.10949,1.147361,1.138685
15148,696.535,False,1.073822,1.109077,1.147086,1.138203
15149,696.564,False,2.276544,2.083332,2.023289,2.142755
15150,696.583,False,3.490076,3.486565,3.410684,3.378597
15151,696.595,False,1.635074,1.195767,1.14922,1.159342
15152,696.603,False,1.073753,1.109283,1.147499,1.138341
15153,696.636,False,2.965663,2.793727,2.712958,2.824231
15154,696.637,False,1.879102,1.75454,1.549898,1.60581
15155,696.693,False,1.277707,1.153489,1.147705,1.138547
15156,696.758,False,1.07334,1.109146,1.14681,1.138341
15157,696.779,False,1.073271,1.109146,1.146879,1.138203
15158,696.781,False,1.158585,1.11066,1.150322,1.139925
15159,696.803,False,1.856793,1.876279,1.580402,1.23295
15160,696.829,False,2.302227,2.272619,2.39904,2.328187
15161,696.829,False,1.478149,1.197076,1.124432,1.192118
15162,696.833,False,1.073409,1.109077,1.14743,1.138341
15163,696.856,False,1.073753,1.109214,1.147154,1.138203
15164,696.859,False,1.950713,1.903133,1.699524,1.496947
15165,696.916,False,2.204038,2.125472,2.203693,2.198116
15166,696.924,False,2.538338,0.002617,0.0,0.0
15167,696.937,False,1.964141,1.602711,1.148669,1.292855
15168,696.999,True,1.073478,1.109146,1.146879,1.138272
15169,697.024,False,2.504667,2.502807,2.369776,2.278403
15170,697.169,False,1.073409,1.109146,1.147086,1.138134
15171,697.184,False,1.075612,1.10949,1.147499,1.138685
15172,697.19,False,1.930125,1.371834,1.49557,1.752062
15173,697.212,False,2.225246,2.22917,2.100339,2.004973
15174,697.213,False,2.650643,2.717847,2.932061,2.757991
15175,697.325,False,1.073753,1.109283,1.147223,1.13841
15176,697.36,False,2.174636,2.033548,1.71722,1.843985
15177,697.407,False,1.073202,1.109146,1.147086,1.138134
15178,697.415,False,1.074511,1.109283,1.146948,1.138065
15179,697.476,False,2.232407,2.109979,2.165753,2.189853
15180,697.518,False,1.07334,1.109214,1.147086,1.138203
15181,697.579,False,1.581641,1.312686,1.147292,1.13841
15182,697.623,False,2.664139,2.539646,2.346296,2.377488
15183,697.624,False,2.202523,2.107432,2.065085,2.06839
15184,697.74,False,2.667788,2.455021,2.306703,2.379347
15185,697.776,False,2.384787,2.260776,2.193227,2.242873
15186,697.791,False,1.899415,1.697802,1.236806,1.321362
15187,697.85,False,1.570004,1.457286,1.147705,1.138272
15188,697.924,False,2.821132,0.001446,0.0,0.0
15189,697.948,False,1.073409,1.109214,1.146948,1.138203
15190,697.999,True,1.073202,1.109146,1.146879,1.138065
15191,698.061,False,2.716883,2.611188,2.528629,2.568497
15192,698.084,False,1.105083,1.109214,1.147017,1.138134
15193,698.086,False,1.900999,1.820918,1.985348,1.823742
15194,698.1,False,1.813482,1.847773,1.642992,1.231504
15195,698.135,False,2.445587,2.382859,2.396837,2.385544
15196,698.144,False,2.35869,2.285633,2.301401,2.291761
15197,698.235,False,1.073202,1.109077,1.147086,1.137997
15198,698.33,False,2.526012,2.461769,2.42314,2.415497
15199,698.36,False,1.073271,1.109214,1.147017,1.137859
15200,698.411,False,2.844199,2.711581,2.618762,2.689272
15201,698.413,False,2.097447,1.956429,1.851835,1.928542
15202,698.441,False,1.073478,1.109352,1.147705,1.138134
15203,698.462,False,1.073409,1.109008,1.146948,1.137928
15204,698.56,False,1.07334,1.109146,1.147223,1.137928
15205,698.572,False,1.931984,1.951953,1.913944,1.741871
15206,698.575,False,1.488409,1.295954,1.419345,1.249545
15207,698.575,False,1.412391,1.461761,1.608839,1.428435
15208,698.591,False,1.073133,1.109008,1.14681,1.138065
15209,698.622,False,2.12196,2.101992,1.902307,1.81479
15210,698.642,False,1.073409,1.109214,1.147017,1.137859
15211,698.671,False,1.860511,1.218903,1.147361,1.138272
15212,698.707,False,2.330528,2.306221,2.164789,2.110874
15213,698.71,False,1.09138,1.11011,1.147086,1.138616
15214,698.853,False,2.788563,2.738091,2.752207,2.744701
15215,698.924,False,3.102412,0.00179,0.0,0.0
15216,698.943,False,1.819197,1.743592,1.681965,1.529792
15217,698.999,True,1.073478,1.109008,1.146879,1.137997
15218,699.011,False,2.245007,2.1473,2.12802,2.147851
15219,699.015,False,1.07334,1.108939,1.14681,1.137859
15220,699.037,False,1.474362,1.409086,1.649809,1.141784
15221,699.043,False,1.073271,1.109146,1.146879,1.137721
15222,699.133,False,2.760952,2.707381,2.645548,2.644652
15223,699.145,False,2.258917,2.224832,2.037817,1.990306
15224,699.19,False,1.073202,1.109214,1.147154,1.137928
15225,699.198,False,1.074993,1.110247,1.147086,1.137928
15226,699.259,False,1.496327,1.39738,1.237219,1.139993
15227,699.264,False,2.259399,2.06536,1.948441,2.075689
15228,699.282,False,1.073202,1.10887,1.147154,1.138065
15229,699.308,False,1.955533,1.89432,1.49378,1.30883
15230,699.343,False,1.073271,1.109146,1.147086,1.137928
15231,699.371,False,2.923385,2.88028,2.805984,2.802954
15232,699.414,False,1.073547,1.109283,1.147017,1.138065
15233,699.474,False,2.630468,2.518231,2.598174,2.62971
15234,699.479,False,1.07396,1.109008,1.147017,1.13779
15235,699.482,False,1.07334,1.109008,1.14681,1.137859
15236,699.571,False,1.07334,1.109077,1.14681,1.137997
15237,699.572,False,3.021506,2.843304,2.717365,2.855561
15238,699.629,False,2.540472,2.348224,2.318684,2.410746
15239,699.636,False,1.073133,1.109146,1.147017,1.137928
15240,699.658,False,1.073409,1.109077,1.147086,1.137928
15241,699.705,False,1.529241,1.602091,1.225238,1.138616
15242,699.725,False,2.106605,2.034374,1.670535,1.64251
15243,699.884,False,1.073409,1.109283,1.147361,1.137928
15244,699.91,False,2.453781,2.413225,2.510037,2.470032
15245,699.924,False,0.0,0.001997,0.0,0.0
15246,699.999,True,1.073133,1.109283,1.147017,1.137928
15247,700.087,False,1.07396,1.109146,1.146948,1.137997
15248,700.093,False,2.145716,2.137935,2.189096,2.094142
15249,700.101,False,2.216294,2.251824,2.251067,2.119826
15250,700.152,False,2.119206,2.112665,1.953674,1.857757
15251,700.241,False,2.446758,2.229652,2.110668,2.208582
15252,700.273,False,2.414946,2.29307,2.230203,2.274685
15253,700.297,False,1.407296,1.158516,1.385674,1.26786
15254,700.394,False,2.321989,2.312556,2.1714,2.087463
15255,700.4,False,1.928542,1.653665,1.150391,1.270546
15256,700.442,False,1.935634,1.761288,1.522218,1.601334
15257,700.564,False,2.013993,1.874971,1.375621,1.455082
15258,700.566,False,2.406201,2.256644,2.334384,2.379141
15259,700.59,False,1.828424,1.565735,1.258083,1.331002
15260,700.595,False,1.905957,1.459902,1.373762,1.672119
15261,700.634,False,2.430026,2.365782,2.225383,2.222078
15262,700.658,False,2.181797,2.018813,1.868567,1.980184
15263,700.722,False,1.075819,1.109972,1.147017,1.137997
15264,700.778,False,1.073271,1.109077,1.146879,1.13779
15265,700.802,False,1.960078,1.925168,1.799504,1.683687
15266,700.813,False,1.073478,1.109283,1.146948,1.137928
15267,700.839,False,2.053517,1.772994,1.556233,1.852042
15268,700.878,False,2.192057,2.092765,2.029623,2.05696
15269,700.88,False,1.828699,1.30642,1.14922,1.166503
15270,700.881,False,2.046906,1.500734,1.205476,1.553616
15271,700.924,False,0.284861,0.001721,0.0,0.0
15272,700.94,False,2.383547,2.341269,2.426307,2.391948
15273,700.98,False,2.343128,2.15329,2.057442,2.166098
15274,700.999,True,1.073271,1.109146,1.146948,1.137928
15275,701.007,False,1.07334,1.109352,1.147017,1.137928
15276,701.017,False,1.953537,1.848668,1.698698,1.717289
15277,701.232,False,1.07334,1.109283,1.146879,1.137928
15278,701.248,False,2.130705,1.902996,1.786697,1.971577
15279,701.358,False,2.34843,2.314002,2.427134,2.373907
15280,701.365,False,1.964691,1.912291,2.035683,1.938457
15281,701.399,False,2.339548,2.226347,2.208307,2.246729
15282,701.415,False,1.945343,1.811623,1.886814,1.875522
15283,701.431,False,1.832486,1.690366,1.183855,1.153765
15284,701.445,False,1.920692,1.826358,1.472778,1.409361
15285,701.51,False,2.574763,2.622825,2.558031,2.459428
15286,701.603,False,1.925305,1.715499,1.3173,1.395039
15287,701.649,False,2.29362,2.15873,2.078925,2.140345
15288,701.66,False,1.07396,1.10949,1.147086,1.137928
15289,701.671,False,2.49241,2.336725,2.362546,2.419491
15290,701.68,False,2.159418,2.190129,2.138899,2.015508
15291,701.709,False,1.33954,1.110385,1.147223,1.137997
15292,701.74,False,2.373219,2.305119,2.315517,2.303398
15293,701.841,False,2.67192,2.585504,2.566913,2.5864
15294,701.848,False,2.767906,2.716539,2.583714,2.580065
15295,701.885,False,3.504812,3.503848,3.424662,3.392575
15296,701.89,False,2.228551,2.107018,2.109084,2.140758
15297,701.924,False,0.74565,0.001721,0.0,0.0
15298,701.997,False,1.073133,1.109077,1.147086,1.137997
15299,701.999,False,1.776437,1.227235,1.147705,1.138685
15300,701.999,True,1.080845,1.291065,1.329625,1.224825
15301,702.003,False,1.073202,1.109146,1.147154,1.137997
15302,702.003,False,1.272749,1.148325,1.246721,1.186954
15303,702.006,False,2.211268,2.224832,2.081748,1.952504
15304,702.018,False,1.924961,1.81603,1.93825,1.906783
15305,702.045,False,2.401381,2.322609,2.128089,2.129603
15306,702.067,False,2.316205,2.256644,2.355178,2.3328
15307,702.127,False,2.282603,2.285908,2.242942,2.160245
15308,702.132,False,2.004491,1.906714,1.978463,1.969236
15309,702.136,False,2.434639,2.39904,2.265733,2.238535
15310,702.147,False,1.073547,1.109696,1.147086,1.138065
15311,702.26,False,2.267593,2.216776,2.344781,2.292381
15312,702.317,False,2.255336,2.240188,2.389331,2.242529
15313,702.373,False,2.695882,2.616834,2.586468,2.605748
15314,702.374,False,1.220005,1.136964,1.150046,1.138961
15315,702.388,False,1.073133,1.109214,1.146948,1.137997
15316,702.414,False,2.344024,2.146473,2.048146,2.168921
15317,702.435,False,2.332662,2.339479,2.306428,2.216432
15318,702.443,False,2.113904,1.99065,1.938732,1.976466
15319,702.514,False,1.073891,1.109214,1.147017,1.137928
15320,702.541,False,2.400142,2.344988,2.419766,2.399178
15321,702.611,False,1.073202,1.109077,1.146948,1.138134
15322,702.612,False,2.388849,2.356074,2.419835,2.403998
15323,702.62,False,1.484897,1.109765,1.147292,1.138479
15324,702.656,False,1.073202,1.109214,1.147223,1.137583
15325,702.716,False,2.479465,2.415841,2.376937,2.37253
15326,702.72,False,1.073271,1.109008,1.146948,1.137928
15327,702.741,False,1.07334,1.109077,1.147086,1.137928
15328,702.845,False,2.144063,2.095106,1.962626,1.929368
15329,702.847,False,2.555276,2.491102,2.389331,2.386921
15330,702.872,False,2.37136,2.330596,2.203005,2.166648
15331,702.883,False,1.073409,1.109077,1.147017,1.138065
15332,702.917,False,1.073409,1.109008,1.147292,1.138065
15333,702.924,False,0.846112,0.00241,0.0,0.0
15334,702.961,False,1.976672,1.812311,1.150666,1.171323
15335,702.999,True,1.073409,1.109077,1.147154,1.138065
15336,703.031,False,2.141791,2.143581,2.232682,2.10571
15337,703.067,False,1.971026,1.907403,1.969993,1.924548
15338,703.095,False,1.366188,1.120369,1.175386,1.162647
15339,703.151,False,1.627706,1.64072,1.191154,1.138685
15340,703.2,False,1.436284,1.477185,1.166228,1.138479
15341,703.249,False,1.07575,1.114034,1.147361,1.138065
15342,703.264,False,1.074097,1.109077,1.147086,1.138134
15343,703.275,False,1.073271,1.109008,1.14681,1.137928
15344,703.291,False,1.073271,1.109077,1.146879,1.138134
15345,703.308,False,1.073202,1.109077,1.147086,1.137859
15346,703.327,False,1.846602,1.469817,1.147705,1.139374
15347,703.374,False,2.086568,1.874076,1.932604,2.028728
15348,703.443,False,1.074579,1.109008,1.146948,1.137928
15349,703.46,False,2.068665,1.905199,1.886745,1.953881
15350,703.47,False,2.77252,2.662349,2.810597,2.856043
15351,703.519,False,2.976887,2.799236,2.767149,2.884343
15352,703.576,False,2.661935,2.565743,2.414326,2.435603
15353,703.615,False,3.496549,3.493932,3.416331,3.388926
15354,703.655,False,2.841927,2.826848,2.662555,2.625373
15355,703.666,False,2.26773,2.186892,2.137522,2.144683
15356,703.678,False,3.482709,3.476649,3.401113,3.370541
15357,703.703,False,1.074097,1.109214,1.147086,1.138134
15358,703.712,False,1.073547,1.109146,1.14681,1.138134
15359,703.746,False,1.073202,1.109077,1.147223,1.137928
15360,703.894,False,1.398275,1.124914,1.147499,1.138203
15361,703.924,False,1.202309,0.001859,0.0,0.0
15362,703.933,False,1.073684,1.109214,1.147086,1.137997
15363,703.938,False,2.362133,2.273858,2.264701,2.268419
15364,703.938,False,2.158799,2.01234,1.981561,1.889362
15365,703.987,False,1.130904,1.130422,1.147223,1.13779
15366,703.999,True,1.073271,1.109146,1.147223,1.137928
15367,704.085,False,1.087869,1.109283,1.147705,1.138685
15368,704.128,False,1.425061,1.24321,1.148325,1.138479
15369,704.191,False,1.073547,1.109146,1.147086,1.138065
15370,704.241,False,2.002907,1.999395,1.92083,1.795304
15371,704.258,False,1.078573,1.109214,1.147154,1.137928
15372,704.313,False,1.073271,1.109283,1.146948,1.137997
15373,704.32,False,1.365086,1.109421,1.147154,1.137997
15374,704.322,False,1.076507,1.109628,1.148532,1.138616
15375,704.327,False,2.072659,2.008071,1.738015,1.708819
15376,704.332,False,1.073271,1.109077,1.146948,1.138065
15377,704.342,False,2.274754,2.086706,2.168852,2.233508
15378,704.348,False,1.194459,1.109696,1.147086,1.138134
15379,704.504,False,1.073409,1.109077,1.147017,1.137928
15380,704.559,False,1.07334,1.109146,1.147086,1.138065
15381,704.595,False,3.059859,2.88572,2.665791,2.77066
15382,704.608,False,1.549278,1.109352,1.149427,1.29141
15383,704.687,False,1.830352,1.768174,1.638792,1.482487
15384,704.691,False,1.228819,1.108939,1.147086,1.137997
15385,704.709,False,2.622067,2.501224,2.343473,2.385475
15386,704.746,False,2.545774,2.348637,2.372048,2.462457
15387,704.746,False,1.272474,1.233501,1.670879,1.195354
15388,704.854,False,2.544121,2.359654,2.330115,2.422107
15389,704.873,False,1.073271,1.109214,1.146879,1.138065
15390,704.91,False,2.053861,1.805563,1.256706,1.586117
15391,704.924,False,1.545353,0.001997,0.0,0.0
15392,704.999,True,1.07334,1.10887,1.147154,1.13779
15393,705.037,False,1.573309,1.11128,1.147361,1.138823
15394,705.041,False,2.097998,2.048421,1.96538,1.936322
15395,705.189,False,1.07334,1.109077,1.147086,1.138341
15396,705.215,False,2.227793,2.233784,2.08526,1.977154
15397,705.254,False,2.513962,2.448135,2.412054,2.401312
15398,705.281,False,2.262841,2.314828,2.262566,2.115006
15399,705.314,False,2.24122,2.234472,2.138899,2.053723
15400,705.35,False,2.263461,2.199355,1.979151,1.980322
15401,705.353,False,2.170918,2.041604,1.969649,2.02563
15402,705.395,False,1.876417,1.789107,1.978463,1.78711
15403,705.414,False,1.81479,1.143161,1.148256,1.360886
15404,705.425,False,1.094066,1.109421,1.147223,1.138341
15405,705.438,False,1.073133,1.109214,1.147086,1.138134
15406,705.463,False,2.126987,2.050418,2.078099,2.062262
15407,705.472,False,2.136696,1.956979,1.765282,1.915183
15408,705.485,False,2.511828,2.326396,2.257539,2.347398
15409,705.538,False,1.073822,1.109146,1.147223,1.138272
15410,705.58,False,3.498133,3.493795,3.415986,3.388375
15411,705.587,False,3.187175,3.236821,3.166449,3.090707
15412,705.602,False,2.725008,2.797377,2.806259,2.690236
15413,705.625,False,2.248657,2.067977,1.987552,2.09848
15414,705.64,False,2.445243,2.465349,2.581098,2.460942
15415,705.674,False,2.42011,2.356831,2.423002,2.409231
15416,705.682,False,2.27379,2.193021,2.151569,2.145716
15417,705.772,False,2.484905,2.296375,2.225728,2.315655
15418,705.837,False,1.613315,1.394901,1.266414,1.198591
15419,705.864,False,1.073133,1.109008,1.147223,1.138272
15420,705.882,False,2.232062,2.111907,1.922964,1.993405
15421,705.924,False,1.715361,0.001997,0.0,0.0
15422,705.942,False,2.261671,2.256507,2.162792,2.081197
15423,705.983,False,1.073271,1.109214,1.147154,1.138134
15424,705.997,False,2.205002,2.204175,2.099995,2.018262
15425,705.999,True,1.073133,1.109903,1.147223,1.139029
15426,706.0,False,1.208368,1.135655,1.200381,1.338645
15427,706.001,False,1.119612,1.112657,1.17394,1.168707
15428,706.039,False,1.521116,1.450469,1.511269,1.258289
15429,706.045,False,3.447592,3.407379,3.408412,3.377358
15430,706.078,False,1.87621,1.809075,1.278051,1.141164
15431,706.097,False,2.077548,2.082437,1.879516,1.701039
15432,706.1,False,2.545912,2.478226,2.286115,2.281915
15433,706.137,False,1.82567,1.552101,1.151148,1.166572
15434,706.147,False,1.528828,1.405092,1.151561,1.138823
15435,706.173,False,1.073409,1.109421,1.147292,1.138203
15436,706.181,False,2.620208,2.546256,2.52312,2.525668
15437,706.191,False,1.073202,1.109077,1.147086,1.138203
15438,706.28,False,2.779405,2.726248,2.529042,2.523051
15439,706.307,False,1.073133,1.109077,1.147154,1.138134
15440,706.323,False,3.163902,2.927723,2.75262,2.902728
15441,706.38,False,2.026318,1.648363,1.880342,1.967859
15442,706.381,False,1.572483,1.259873,1.160375,1.155348
15443,706.418,False,1.087593,1.109421,1.147292,1.13841
15444,706.467,False,2.728038,2.697121,2.805502,2.765978
15445,706.479,False,1.909537,1.824912,1.616965,1.55761
15446,706.545,False,1.073133,1.109008,1.147154,1.137997
15447,706.563,False,1.786834,1.504728,1.215598,1.25464
15448,706.563,False,2.204175,1.906576,1.482694,1.639481
15449,706.681,False,1.074029,1.109008,1.147086,1.138134
15450,706.713,False,1.977843,2.000359,1.985693,1.826014
15451,706.758,False,2.242597,2.190748,2.019019,1.9985
15452,706.76,False,1.948372,1.807836,1.614555,1.648983
15453,706.764,False,1.073202,1.109077,1.147086,1.138134
15454,706.796,False,1.907816,1.605534,1.32391,1.531444
15455,706.81,False,1.073133,1.109008,1.147086,1.138065
15456,706.877,False,1.073202,1.109214,1.147154,1.138134
15457,706.899,False,2.130636,1.955189,1.962832,2.040985
15458,706.924,False,2.162104,0.002479,0.0,0.0
15459,706.947,False,1.073409,1.109008,1.146879,1.138203
15460,706.957,False,1.819059,1.112864,1.147223,1.138892
15461,706.975,False,2.278334,2.058406,2.222698,2.246729
15462,706.999,True,1.073271,1.109008,1.146948,1.138134
15463,707.081,False,1.91236,1.871184,1.926476,1.813964
15464,707.092,False,2.259467,2.280606,2.142135,2.013649
15465,707.15,False,2.336862,2.226416,2.277646,2.298096
15466,707.156,False,1.073202,1.109146,1.147154,1.138272
15467,707.193,False,1.073202,1.108939,1.147154,1.138134
15468,707.195,False,1.683274,1.277225,1.199279,1.303873
15469,707.225,False,2.434157,2.235643,2.151844,2.260638
15470,707.242,False,2.987422,3.094769,3.012761,2.865132
15471,707.245,False,1.942451,1.635762,1.389875,1.605603
15472,707.336,False,1.246308,1.109146,1.154522,1.151561
15473,707.437,False,1.073822,1.109077,1.147154,1.138134
15474,707.526,False,1.073615,1.109008,1.147361,1.138272
15475,707.557,False,2.072797,1.761908,1.379546,1.738566
15476,707.572,False,1.960078,1.906921,1.741251,1.670673
15477,707.603,False,1.073271,1.109214,1.147086,1.138065
15478,707.637,False,2.029141,1.935358,1.997192,1.980391
15479,707.713,False,1.073202,1.109077,1.146948,1.138272
15480,707.735,False,2.014199,1.690022,1.515194,1.8413
15481,707.865,False,2.000428,1.825876,1.948303,1.979496
15482,707.924,False,2.318478,0.001584,0.0,0.0
15483,707.946,False,1.76301,1.271234,1.147705,1.139443
15484,707.958,False,1.253401,1.11369,1.147568,1.138479
15485,707.999,True,1.073202,1.108939,1.147154,1.138272
15486,708.005,False,1.073753,1.108939,1.147223,1.137997
15487,708.048,False,1.073478,1.109008,1.147154,1.138134
15488,708.056,False,2.105779,2.084365,1.943897,1.8612
15489,708.071,False,1.254709,1.109559,1.147154,1.138203
15490,708.076,False,2.446276,2.361375,2.350634,2.360274
15491,708.131,False,1.074511,1.109146,1.147154,1.138272
15492,708.155,False,1.073202,1.109077,1.147086,1.138272
15493,708.164,False,1.077609,1.126704,1.147568,1.138134
15494,708.166,False,1.694979,1.437593,1.576683,1.570348
15495,708.202,False,2.541849,2.483872,2.554588,2.541918
15496,708.203,False,2.457982,2.396837,2.212232,2.191712
15497,708.248,False,1.765144,1.599613,1.319228,1.219592
15498,708.276,False,2.138211,2.12981,2.073623,1.987276
15499,708.279,False,2.198942,2.006143,2.234128,2.207412
15500,708.288,False,1.073547,1.108939,1.147154,1.138203
15501,708.342,False,1.717702,1.110798,1.147086,1.138341
15502,708.35,False,1.073271,1.109008,1.147017,1.138134
15503,708.356,False,1.073202,1.109077,1.147223,1.138065
15504,708.474,False,1.728306,1.372454,1.342846,1.44496
15505,708.495,False,3.501507,3.495791,3.419016,3.391336
15506,708.556,False,1.07334,1.108939,1.147361,1.138341
15507,708.589,False,1.564771,1.384848,1.147361,1.138134
15508,708.592,False,2.004215,1.912016,1.546937,1.508033
15509,708.607,False,1.996297,1.607531,1.332173,1.711505
15510,708.615,False,1.130491,1.109283,1.147636,1.138685
15511,708.643,False,1.235498,1.143505,1.14743,1.138203
15512,708.715,False,1.24982,1.109077,1.147223,1.138685
15513,708.734,False,1.073271,1.108939,1.147154,1.138203
15514,708.767,False,2.269245,2.158868,2.045736,2.097103
15515,708.817,False,2.277439,2.238328,2.198047,2.151844
15516,708.82,False,2.523533,2.484285,2.62069,2.595282
15517,708.921,False,2.681697,2.622412,2.567602,2.563264
15518,708.924,False,2.538338,0.00241,0.0,0.0
15519,708.943,False,1.074304,1.109352,1.147223,1.138134
15520,708.967,False,1.073478,1.109008,1.147017,1.138341
15521,708.999,True,1.073202,1.109077,1.147017,1.138134
15522,709.001,False,1.092276,1.113002,1.15645,1.142748
15523,709.046,False,1.073065,1.109077,1.147154,1.138203
15524,709.224,False,1.073133,1.109008,1.147017,1.138341
15525,709.275,False,1.073478,1.109283,1.147361,1.138134
15526,709.276,False,1.087456,1.111762,1.153283,1.141439
15527,709.279,False,2.03823,2.025285,2.06956,1.971026
15528,709.342,False,2.5707,2.359723,2.570494,2.57311
15529,709.412,False,2.922972,2.866096,2.65925,2.663175
15530,709.426,False,2.390158,2.184413,2.096965,2.208789
15531,709.446,False,1.073478,1.109077,1.147154,1.138134
15532,709.458,False,1.073409,1.108939,1.147154,1.138134
15533,709.466,False,1.202446,1.109834,1.147361,1.138616
15534,709.483,False,2.781058,2.797033,2.559959,2.458601
15535,709.498,False,2.516716,2.554106,2.510037,2.413018
15536,709.532,False,1.073271,1.109214,1.147223,1.138134
15537,709.551,False,2.419628,2.317238,2.168576,2.213127
15538,709.554,False,2.38217,2.229239,2.308975,2.352355
15539,709.661,False,1.921587,1.607256,1.395865,1.554443
15540,709.692,False,2.186823,2.202179,2.052277,1.914977
15541,709.737,False,3.089536,2.895635,2.762535,2.894121
15542,709.829,False,1.073409,1.109352,1.147223,1.138134
15543,709.837,False,2.576966,2.533104,2.604302,2.57793
15544,709.851,False,1.07396,1.109696,1.147361,1.138272
15545,709.871,False,1.359233,1.10949,1.147154,1.13841
15546,709.924,False,2.821132,0.001859,0.0,0.0
15547,709.941,False,2.489105,2.417494,2.316274,2.312969
15548,709.983,False,1.074924,1.110041,1.147154,1.138203
15549,709.993,False,2.198529,2.232131,2.177459,2.046769
15550,709.999,True,1.073202,1.109008,1.147086,1.138134
15551,710.042,False,2.983221,2.919391,2.844681,2.866784
15552,710.217,False,2.165822,1.983902,1.698629,1.887365
15553,710.254,False,2.419491,2.396768,2.317514,2.263943
15554,710.283,False,2.237296,2.047595,1.973849,2.098962
15555,710.325,False,1.559262,1.660826,1.530618,1.145984
15556,710.496,False,2.321921,2.271793,2.076584,2.048834
15557,710.539,False,1.955809,1.56422,1.147843,1.181101
15558,710.586,False,1.073065,1.109146,1.146948,1.138134
15559,710.597,False,1.073891,1.109077,1.147154,1.138134
