Date,TimeStamp,IsCommanded,Channel1,Channel2,Channel3,Channel4,utc_time,local_time
2024-05-24 21:20:34.810975,376734.572,False,0.14818,3.779688,2.097516,1.88888,2023-06-08 13:23:39.936064000,2023-06-08 09:23:39.936064000
2024-05-24 21:20:34.810975,496962.197,False,0.256629,2.231236,4.45958,1.88888,2023-06-08 13:23:39.936064000,2023-06-08 09:23:39.936064000
2024-05-24 21:20:34.954300,826472.509,False,2.260638,1.92565,4.177543,1.88888,2023-06-08 13:23:40.079389000,2023-06-08 09:23:40.079389000
2024-05-24 21:20:35.002225,596984.98,False,4.504475,1.031613,0.2819,1.88888,2023-06-08 13:23:40.127314000,2023-06-08 09:23:40.127314000
2024-05-24 21:20:35.050250,171668.285,False,1.44978,1.837513,4.142288,1.88888,2023-06-08 13:23:40.175339000,2023-06-08 09:23:40.175339000
2024-05-24 21:20:35.178350,246194.852,False,2.354834,1.826289,2.890747,1.88888,2023-06-08 13:23:40.303439000,2023-06-08 09:23:40.303439000
2024-05-24 21:20:35.194175,544817.008,False,2.387817,4.344589,3.119902,1.88888,2023-06-08 13:23:40.319264000,2023-06-08 09:23:40.319264000
2024-05-24 21:20:35.242225,356215.101,False,1.467408,1.767003,4.124661,1.88888,2023-06-08 13:23:40.367314000,2023-06-08 09:23:40.367314000
2024-05-24 21:20:35.258350,507211.581,False,1.414525,1.767003,4.159915,1.88888,2023-06-08 13:23:40.383439000,2023-06-08 09:23:40.383439000
2024-05-24 21:20:35.322250,581225.386,False,2.990864,0.310889,1.110385,1.88888,2023-06-08 13:23:40.447339000,2023-06-08 09:23:40.447339000
2024-05-24 21:20:35.370500,121333.309,False,1.396898,1.749376,4.124661,1.88888,2023-06-08 13:23:40.495589000,2023-06-08 09:23:40.495589000
2024-05-24 21:20:35.370500,154924.093,False,1.238252,2.084296,4.001269,1.88888,2023-06-08 13:23:40.495589000,2023-06-08 09:23:40.495589000
2024-05-24 21:20:35.434250,312631.71,False,1.825532,1.70214,1.67446,1.88888,2023-06-08 13:23:40.559339000,2023-06-08 09:23:40.559339000
2024-05-24 21:20:35.610225,87778.365,False,1.414525,1.837513,4.159915,1.88888,2023-06-08 13:23:40.735314000,2023-06-08 09:23:40.735314000
2024-05-24 21:20:35.658250,674939.904,False,0.299665,0.0,0.01749,1.88888,2023-06-08 13:23:40.783339000,2023-06-08 09:23:40.783339000
2024-05-24 21:20:35.706175,550078.409,False,1.51182,1.952435,0.176136,1.88888,2023-06-08 13:23:40.831264000,2023-06-08 09:23:40.831264000
2024-05-24 21:20:35.754150,226726.267,False,3.833259,0.378506,1.797851,1.88888,2023-06-08 13:23:40.879239000,2023-06-08 09:23:40.879239000
2024-05-24 21:20:35.770150,393578.097,False,2.809633,4.237173,0.845975,1.88888,2023-06-08 13:23:40.895239000,2023-06-08 09:23:40.895239000
2024-05-24 21:20:35.802050,927489.854,False,1.061979,1.784631,4.142288,1.88888,2023-06-08 13:23:40.927139000,2023-06-08 09:23:40.927139000
2024-05-24 21:20:35.818250,323395.645,False,1.44978,1.784631,4.248052,1.88888,2023-06-08 13:23:40.943339000,2023-06-08 09:23:40.943339000
2024-05-24 21:20:35.866200,909863.229,False,1.414525,1.767003,4.142288,1.88888,2023-06-08 13:23:40.991289000,2023-06-08 09:23:40.991289000
2024-05-24 21:20:36.186175,1050827.414,False,1.278946,0.962067,3.842623,1.88888,2023-06-08 13:23:41.311264000,2023-06-08 09:23:41.311264000
2024-05-24 21:20:36.202075,225591.383,False,1.520565,3.285158,0.158508,1.88888,2023-06-08 13:23:41.327164000,2023-06-08 09:23:41.327164000
2024-05-24 21:20:36.250150,996955.722,False,2.225383,1.819954,1.462932,1.88888,2023-06-08 13:23:41.375239000,2023-06-08 09:23:41.375239000
2024-05-24 21:20:36.298175,646388.098,False,3.023434,0.73181,2.27379,1.88888,2023-06-08 13:23:41.423264000,2023-06-08 09:23:41.423264000
2024-05-24 21:20:36.346100,624649.277,False,1.432153,1.767003,4.159915,1.88888,2023-06-08 13:23:41.471189000,2023-06-08 09:23:41.471189000
2024-05-24 21:20:36.362450,792422.461,False,1.44978,1.784631,4.177543,1.88888,2023-06-08 13:23:41.487539000,2023-06-08 09:23:41.487539000
2024-05-24 21:20:36.362450,863331.693,False,2.157628,2.38699,3.243294,1.88888,2023-06-08 13:23:41.487539000,2023-06-08 09:23:41.487539000
2024-05-24 21:20:36.377975,981208.185,False,1.683342,1.506862,0.176136,1.88888,2023-06-08 13:23:41.503064000,2023-06-08 09:23:41.503064000
2024-05-24 21:20:36.490075,900966.83,False,1.846051,2.075275,3.966015,1.88888,2023-06-08 13:23:41.615164000,2023-06-08 09:23:41.615164000
2024-05-24 21:20:36.650025,272919.552,False,0.26441,0.0,0.01749,1.88888,2023-06-08 13:23:41.775114000,2023-06-08 09:23:41.775114000
2024-05-24 21:20:36.714025,260830.597,False,0.767409,0.238658,1.762597,1.88888,2023-06-08 13:23:41.839114000,2023-06-08 09:23:41.839114000
