Time,PinPullerTemp,Spare,LEXIbaseTemp,HVsupplyTemp,+5.2V_Imon,+10V_Imon,+3.3V_Imon,AnodeVoltMon,+28V_Imon,ADC_Ground,Cmd_count,Pinpuller_Armed,Unused,Unused,HVmcpAuto,HVmcpMan,DeltaEvntCount,DeltaDroppedCount,DeltaLostevntCount
134999,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1837E+0,151.9479E-3,375.4656E-3,3.3032E-3,829.1072E-3,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1,0,0
135999,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1837E+0,151.9479E-3,375.4656E-3,3.3032E-3,829.1072E-3,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1,0,0
136999,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1848E+0,151.9479E-3,375.4656E-3,3.3032E-3,829.1072E-3,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1,0,0
137999,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1848E+0,151.9479E-3,375.4656E-3,3.3032E-3,829.1072E-3,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1,0,0
138999,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1848E+0,151.9479E-3,375.4656E-3,3.3032E-3,829.1072E-3,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1,0,0
139999,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1848E+0,151.9479E-3,375.4656E-3,3.3032E-3,829.1072E-3,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1,0,0
140999,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1848E+0,151.9479E-3,375.4656E-3,3.3032E-3,830.2083E-3,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1,0,0
141999,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1848E+0,151.9479E-3,375.4656E-3,3.3032E-3,830.2083E-3,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1,0,0
142999,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1848E+0,151.9479E-3,375.4656E-3,3.3032E-3,830.2083E-3,0.0000E+0,1.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1,0,0
143999,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1848E+0,151.9479E-3,375.4656E-3,3.3032E-3,830.2083E-3,0.0000E+0,1.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1,0,0
144999,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1848E+0,151.9479E-3,375.4656E-3,3.3032E-3,830.2083E-3,0.0000E+0,1.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1,0,0
145077,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1848E+0,151.9479E-3,375.4656E-3,3.3032E-3,830.2083E-3,0.0000E+0,1.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
146077,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1848E+0,151.9479E-3,375.4656E-3,3.3032E-3,830.2083E-3,0.0000E+0,1.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
147077,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1848E+0,151.9479E-3,375.4656E-3,3.3032E-3,830.2083E-3,0.0000E+0,1.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
148077,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1848E+0,151.9479E-3,375.4656E-3,3.3032E-3,830.2083E-3,0.0000E+0,1.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
149077,-273.0000E+0,-267.8250E+0,24.3995E+0,-273.0000E+0,1.1826E+0,151.9479E-3,375.4656E-3,3.3032E-3,830.2083E-3,0.0000E+0,1.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
