Time,PinPullerTemp,Spare,LEXIbaseTemp,HVsupplyTemp,+5.2V_Imon,+10V_Imon,+3.3V_Imon,AnodeVoltMon,+28V_Imon,ADC_Ground,Cmd_count,Pinpuller_Armed,Unused,Unused,HVmcpAuto,HVmcpMan,DeltaEvntCount,DeltaDroppedCount,DeltaLostevntCount
8254432,-273.0000E+0,-268.4856E+0,21.0963E+0,-273.0000E+0,1.2211E+0,2.7637E+0,371.0613E-3,3.8273E+0,1.0537E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,46,0,0
8255432,-273.0000E+0,-268.4856E+0,21.0963E+0,-273.0000E+0,1.2211E+0,2.7637E+0,372.1623E-3,3.8273E+0,1.0537E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,39,0,0
8256432,-273.0000E+0,-268.4856E+0,21.0963E+0,-273.0000E+0,1.2211E+0,2.7637E+0,372.1623E-3,3.8273E+0,1.0537E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,51,0,0
8257432,-273.0000E+0,-268.4856E+0,21.0963E+0,-273.0000E+0,1.2211E+0,2.7637E+0,372.1623E-3,3.8273E+0,1.0515E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,44,0,0
8258432,-273.0000E+0,-268.4856E+0,21.0963E+0,-273.0000E+0,1.2211E+0,2.7637E+0,372.1623E-3,3.8273E+0,1.0515E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,45,0,0
8259432,-273.0000E+0,-268.4856E+0,21.0963E+0,-273.0000E+0,1.2211E+0,2.7637E+0,372.1623E-3,3.8273E+0,1.0515E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,59,0,0
8260432,-273.0000E+0,-268.4856E+0,21.0963E+0,-273.0000E+0,1.2211E+0,2.7637E+0,372.1623E-3,3.8273E+0,1.0515E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,51,0,0
8261432,-273.0000E+0,-268.4856E+0,21.0963E+0,-273.0000E+0,1.2211E+0,2.7637E+0,372.1623E-3,3.8273E+0,1.0515E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,42,0,0
8262432,-273.0000E+0,-268.5957E+0,21.0963E+0,-273.0000E+0,1.2211E+0,2.7637E+0,372.1623E-3,3.8273E+0,1.0515E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,45,0,0
8263432,-273.0000E+0,-268.5957E+0,21.0963E+0,-273.0000E+0,1.2211E+0,2.7637E+0,372.1623E-3,3.8273E+0,1.0515E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,47,0,0
