Time,PinPullerTemp,Spare,LEXIbaseTemp,HVsupplyTemp,+5.2V_Imon,+10V_Imon,+3.3V_Imon,AnodeVoltMon,+28V_Imon,ADC_Ground,Cmd_count,Pinpuller_Armed,Unused,Unused,HVmcpAuto,HVmcpMan,DeltaEvntCount,DeltaDroppedCount,DeltaLostevntCount
17999,-273.0000E+0,-262.5398E+0,15.1505E+0,-273.0000E+0,1.1693E+0,147.5436E-3,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,4.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
18999,-273.0000E+0,-262.5398E+0,15.1505E+0,-273.0000E+0,1.1693E+0,147.5436E-3,369.9602E-3,0.0000E+0,0.0000E+0,0.0000E+0,4.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
19999,-273.0000E+0,-262.5398E+0,15.1505E+0,-273.0000E+0,1.1693E+0,147.5436E-3,369.9602E-3,3.3032E-3,0.0000E+0,0.0000E+0,4.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
20999,-273.0000E+0,-262.5398E+0,15.1505E+0,-273.0000E+0,1.1693E+0,147.5436E-3,369.9602E-3,3.3032E-3,814.7933E-3,0.0000E+0,4.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
21999,-273.0000E+0,-262.5398E+0,15.1505E+0,-273.0000E+0,1.1693E+0,147.5436E-3,369.9602E-3,3.3032E-3,814.7933E-3,0.0000E+0,4.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
22999,-273.0000E+0,-262.5398E+0,15.1505E+0,-273.0000E+0,1.1693E+0,147.5436E-3,369.9602E-3,3.3032E-3,814.7933E-3,0.0000E+0,6.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.6791E+0,1,0,0
23676,-273.0000E+0,-262.5398E+0,15.1505E+0,-273.0000E+0,1.1693E+0,147.5436E-3,369.9602E-3,3.3032E-3,814.7933E-3,0.0000E+0,6.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
24676,-273.0000E+0,-262.5398E+0,15.1505E+0,-273.0000E+0,1.1693E+0,147.5436E-3,369.9602E-3,3.3032E-3,814.7933E-3,0.0000E+0,6.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
25676,-273.0000E+0,-262.5398E+0,15.1505E+0,-273.0000E+0,1.1693E+0,147.5436E-3,369.9602E-3,3.3032E-3,814.7933E-3,0.0000E+0,6.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
26676,-273.0000E+0,-267.7149E+0,15.1505E+0,-273.0000E+0,1.1693E+0,147.5436E-3,369.9602E-3,3.3032E-3,814.7933E-3,0.0000E+0,6.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
27676,-273.0000E+0,-267.7149E+0,15.3708E+0,-273.0000E+0,1.1693E+0,147.5436E-3,369.9602E-3,3.3032E-3,814.7933E-3,0.0000E+0,6.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
28676,-273.0000E+0,-267.7149E+0,15.3708E+0,-273.0000E+0,1.1693E+0,147.5436E-3,369.9602E-3,3.3032E-3,814.7933E-3,0.0000E+0,6.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
29676,-273.0000E+0,-267.7149E+0,15.3708E+0,-273.0000E+0,1.1693E+0,147.5436E-3,369.9602E-3,3.3032E-3,814.7933E-3,0.0000E+0,6.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
30676,-273.0000E+0,-267.7149E+0,15.3708E+0,-273.0000E+0,1.1693E+0,761.9418E-3,369.9602E-3,3.3032E-3,814.7933E-3,0.0000E+0,6.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
31676,-273.0000E+0,-267.7149E+0,15.3708E+0,-273.0000E+0,1.1693E+0,761.9418E-3,368.8591E-3,3.3032E-3,814.7933E-3,0.0000E+0,6.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
32676,-273.0000E+0,-267.7149E+0,15.3708E+0,-273.0000E+0,1.1693E+0,761.9418E-3,368.8591E-3,1.0009E+0,814.7933E-3,0.0000E+0,6.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
33676,-273.0000E+0,-267.7149E+0,15.3708E+0,-273.0000E+0,1.1693E+0,761.9418E-3,368.8591E-3,1.0009E+0,869.8469E-3,0.0000E+0,6.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
34676,-273.0000E+0,-267.7149E+0,15.3708E+0,-273.0000E+0,1.1693E+0,761.9418E-3,368.8591E-3,1.0009E+0,869.8469E-3,0.0000E+0,6.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
35676,-273.0000E+0,-267.7149E+0,15.3708E+0,-273.0000E+0,1.1693E+0,761.9418E-3,368.8591E-3,1.0009E+0,869.8469E-3,0.0000E+0,7.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
36676,-273.0000E+0,-267.7149E+0,15.3708E+0,-273.0000E+0,1.1693E+0,761.9418E-3,368.8591E-3,1.0009E+0,869.8469E-3,0.0000E+0,7.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
37676,-273.0000E+0,-267.7149E+0,15.3708E+0,-273.0000E+0,1.1693E+0,761.9418E-3,368.8591E-3,1.0009E+0,869.8469E-3,0.0000E+0,7.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
38676,-273.0000E+0,-268.0452E+0,15.3708E+0,-273.0000E+0,1.1693E+0,761.9418E-3,368.8591E-3,1.0009E+0,869.8469E-3,0.0000E+0,7.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
39676,-273.0000E+0,-268.0452E+0,15.4809E+0,-273.0000E+0,1.1693E+0,761.9418E-3,368.8591E-3,1.0009E+0,869.8469E-3,0.0000E+0,7.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
40676,-273.0000E+0,-268.0452E+0,15.4809E+0,-273.0000E+0,1.1693E+0,761.9418E-3,368.8591E-3,1.0009E+0,869.8469E-3,0.0000E+0,7.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
41676,-273.0000E+0,-268.0452E+0,15.4809E+0,-273.0000E+0,1.1748E+0,761.9418E-3,368.8591E-3,1.0009E+0,869.8469E-3,0.0000E+0,7.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
42676,-273.0000E+0,-268.0452E+0,15.4809E+0,-273.0000E+0,1.1748E+0,759.7397E-3,368.8591E-3,1.0009E+0,869.8469E-3,0.0000E+0,7.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
43676,-273.0000E+0,-268.0452E+0,15.4809E+0,-273.0000E+0,1.1748E+0,759.7397E-3,368.8591E-3,1.0009E+0,869.8469E-3,0.0000E+0,7.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
44676,-273.0000E+0,-268.0452E+0,15.4809E+0,-273.0000E+0,1.1748E+0,759.7397E-3,368.8591E-3,1.0009E+0,869.8469E-3,0.0000E+0,7.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
45676,-273.0000E+0,-268.0452E+0,15.4809E+0,-273.0000E+0,1.1748E+0,759.7397E-3,368.8591E-3,1.0009E+0,868.7458E-3,0.0000E+0,7.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,1.0075E+0,1,0,0
46106,-273.0000E+0,-268.0452E+0,15.4809E+0,-273.0000E+0,1.1748E+0,759.7397E-3,368.8591E-3,1.0009E+0,868.7458E-3,0.0000E+0,7.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
47106,-273.0000E+0,-268.0452E+0,15.4809E+0,-273.0000E+0,1.1748E+0,759.7397E-3,368.8591E-3,1.0009E+0,868.7458E-3,0.0000E+0,7.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,2,0,0
48106,-273.0000E+0,-268.0452E+0,15.4809E+0,-273.0000E+0,1.1748E+0,759.7397E-3,368.8591E-3,1.0009E+0,868.7458E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
49106,-273.0000E+0,-268.0452E+0,15.4809E+0,-273.0000E+0,1.1748E+0,759.7397E-3,368.8591E-3,1.0009E+0,868.7458E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
50106,-273.0000E+0,-268.0452E+0,15.4809E+0,-273.0000E+0,1.1748E+0,759.7397E-3,368.8591E-3,1.0009E+0,868.7458E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
51106,-273.0000E+0,-268.2654E+0,15.4809E+0,-273.0000E+0,1.1748E+0,759.7397E-3,368.8591E-3,1.0009E+0,868.7458E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
52106,-273.0000E+0,-268.2654E+0,15.4809E+0,-273.0000E+0,1.1748E+0,759.7397E-3,368.8591E-3,1.0009E+0,868.7458E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
53106,-273.0000E+0,-268.2654E+0,15.4809E+0,-273.0000E+0,1.1748E+0,759.7397E-3,368.8591E-3,1.0009E+0,868.7458E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
54106,-273.0000E+0,-268.2654E+0,15.4809E+0,-273.0000E+0,1.1660E+0,759.7397E-3,368.8591E-3,1.0009E+0,868.7458E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
55106,-273.0000E+0,-268.2654E+0,15.4809E+0,-273.0000E+0,1.1660E+0,1.4589E+0,368.8591E-3,1.0009E+0,868.7458E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
56106,-273.0000E+0,-268.2654E+0,15.4809E+0,-273.0000E+0,1.1660E+0,1.4589E+0,369.9602E-3,1.0009E+0,868.7458E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
57106,-273.0000E+0,-268.2654E+0,15.4809E+0,-273.0000E+0,1.1660E+0,1.4589E+0,369.9602E-3,1.9995E+0,868.7458E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
58106,-273.0000E+0,-268.2654E+0,15.4809E+0,-273.0000E+0,1.1660E+0,1.4589E+0,369.9602E-3,1.9995E+0,930.4058E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
59106,-273.0000E+0,-268.2654E+0,15.4809E+0,-273.0000E+0,1.1660E+0,1.4589E+0,369.9602E-3,1.9995E+0,930.4058E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
60106,-273.0000E+0,-268.2654E+0,15.4809E+0,-273.0000E+0,1.1660E+0,1.4589E+0,369.9602E-3,1.9995E+0,930.4058E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.0150E+0,1,0,0
60933,-273.0000E+0,-268.2654E+0,15.4809E+0,-273.0000E+0,1.1660E+0,1.4589E+0,369.9602E-3,1.9995E+0,930.4058E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,0,0,0
61933,-273.0000E+0,-268.2654E+0,15.4809E+0,-273.0000E+0,1.1660E+0,1.4589E+0,369.9602E-3,1.9995E+0,930.4058E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,13,0,0
62933,-273.0000E+0,-268.2654E+0,15.4809E+0,-273.0000E+0,1.1660E+0,1.4589E+0,369.9602E-3,1.9995E+0,930.4058E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,9,0,0
63933,-273.0000E+0,-268.5957E+0,15.4809E+0,-273.0000E+0,1.1660E+0,1.4589E+0,369.9602E-3,1.9995E+0,930.4058E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,11,0,0
64933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1660E+0,1.4589E+0,369.9602E-3,1.9995E+0,930.4058E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,19,0,0
65933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1660E+0,1.4589E+0,369.9602E-3,1.9995E+0,930.4058E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,18,0,0
66933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1815E+0,1.4589E+0,369.9602E-3,1.9995E+0,930.4058E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,17,0,0
67933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1815E+0,1.9181E+0,369.9602E-3,1.9995E+0,930.4058E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,15,0,0
68933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1815E+0,1.9181E+0,366.6570E-3,1.9995E+0,930.4058E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,16,0,0
69933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1815E+0,1.9181E+0,366.6570E-3,2.6690E+0,930.4058E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,16,0,0
70933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1815E+0,1.9181E+0,366.6570E-3,2.6690E+0,972.2466E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,19,0,0
71933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1815E+0,1.9181E+0,366.6570E-3,2.6690E+0,972.2466E-3,0.0000E+0,8.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,15,0,0
72933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1815E+0,1.9181E+0,366.6570E-3,2.6690E+0,972.2466E-3,0.0000E+0,10.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,18,0,0
73933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1815E+0,1.9181E+0,366.6570E-3,2.6690E+0,972.2466E-3,0.0000E+0,10.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,15,0,0
74933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1815E+0,1.9181E+0,366.6570E-3,2.6690E+0,972.2466E-3,0.0000E+0,10.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,9,0,0
75933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1815E+0,1.9181E+0,366.6570E-3,2.6690E+0,972.2466E-3,0.0000E+0,10.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,14,0,0
76933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1815E+0,1.9181E+0,366.6570E-3,2.6690E+0,972.2466E-3,0.0000E+0,10.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,10,0,0
77933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1815E+0,1.9181E+0,366.6570E-3,2.6690E+0,972.2466E-3,0.0000E+0,10.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,10,0,0
78933,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1859E+0,1.9181E+0,366.6570E-3,2.6690E+0,972.2466E-3,0.0000E+0,10.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,2.6877E+0,16,0,0
79775,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1859E+0,1.9181E+0,366.6570E-3,2.6690E+0,972.2466E-3,0.0000E+0,10.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,11,0,0
80775,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1859E+0,2.1735E+0,366.6570E-3,2.6690E+0,972.2466E-3,0.0000E+0,10.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,28,0,0
81775,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1859E+0,2.1735E+0,369.9602E-3,2.6690E+0,972.2466E-3,0.0000E+0,10.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,37,0,0
82775,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1859E+0,2.1735E+0,369.9602E-3,3.0026E+0,972.2466E-3,0.0000E+0,10.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,28,0,0
83775,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1859E+0,2.1735E+0,369.9602E-3,3.0026E+0,989.8637E-3,0.0000E+0,10.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,34,0,0
84775,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1859E+0,2.1735E+0,369.9602E-3,3.0026E+0,989.8637E-3,0.0000E+0,10.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,17,0,0
85775,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1859E+0,2.1735E+0,369.9602E-3,3.0026E+0,989.8637E-3,0.0000E+0,11.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,28,0,0
86775,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1859E+0,2.1735E+0,369.9602E-3,3.0026E+0,989.8637E-3,0.0000E+0,11.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,30,0,0
87775,-273.0000E+0,-268.5957E+0,15.5910E+0,-273.0000E+0,1.1859E+0,2.1735E+0,369.9602E-3,3.0026E+0,989.8637E-3,0.0000E+0,11.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,27,0,0
88775,-273.0000E+0,-268.4856E+0,15.5910E+0,-273.0000E+0,1.1859E+0,2.1735E+0,369.9602E-3,3.0026E+0,989.8637E-3,0.0000E+0,11.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,22,0,0
89775,-273.0000E+0,-268.4856E+0,15.5910E+0,-273.0000E+0,1.1859E+0,2.1735E+0,369.9602E-3,3.0026E+0,989.8637E-3,0.0000E+0,11.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,26,0,0
90775,-273.0000E+0,-268.4856E+0,15.5910E+0,-273.0000E+0,1.1859E+0,2.1735E+0,369.9602E-3,3.0026E+0,989.8637E-3,0.0000E+0,11.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,27,0,0
91775,-273.0000E+0,-268.4856E+0,15.5910E+0,-273.0000E+0,1.1792E+0,2.1735E+0,369.9602E-3,3.0026E+0,989.8637E-3,0.0000E+0,11.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,22,0,0
92775,-273.0000E+0,-268.4856E+0,15.5910E+0,-273.0000E+0,1.1792E+0,2.1460E+0,369.9602E-3,3.0026E+0,989.8637E-3,0.0000E+0,11.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,27,0,0
93775,-273.0000E+0,-268.4856E+0,15.5910E+0,-273.0000E+0,1.1792E+0,2.1460E+0,368.8591E-3,3.0026E+0,989.8637E-3,0.0000E+0,11.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.0235E+0,20,0,0
94506,-273.0000E+0,-268.4856E+0,15.5910E+0,-273.0000E+0,1.1792E+0,2.1460E+0,368.8591E-3,3.0026E+0,989.8637E-3,0.0000E+0,11.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.3594E+0,20,0,0
95506,-273.0000E+0,-268.4856E+0,15.5910E+0,-273.0000E+0,1.1792E+0,2.1460E+0,368.8591E-3,3.3351E+0,989.8637E-3,0.0000E+0,11.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.3594E+0,23,0,0
